,id,price,rating
0,52e572e4498ec75b76158ae1,0,0.0
1,4b834228f964a52080ff30e3,1,7.1
2,4f31f205e4b09c2f100ab3c2,0,0.0
3,5bbfb34aad1789002c51aba1,1,0.0
4,4b68c40bf964a520b58b2be3,0,0.0
5,5488d49a498e71cde08474be,2,8.2
6,4dd858eaae60680f151eb259,0,7.1
7,4dcc77cce4cd6eb5d51c605b,0,0.0
8,50850b09e4b05bd7f027c1f9,0,0.0
9,55287e6d498e8fc376f46421,0,0.0
10,4a6dde1ff964a52030d31fe3,1,7.9
11,49e5a1c1f964a520dd631fe3,1,7.8
12,49f4e234f964a520666b1fe3,2,7.2
13,4cfefc9566ee9eb06018a74e,0,6.8
14,4b48fe5af964a5202a6126e3,0,6.7
15,49ba0841f964a52058531fe3,2,6.7
16,4e31c4302fb6ede816e38ad2,0,6.6
17,4be8a007d837c9b6b596a506,0,6.4
18,4ad68228f964a520890721e3,0,6.2
19,4b646a29f964a5204cb12ae3,0,0.0
20,54c77e30498e7fe1b5e8f257,0,0.0
21,53136f49498eb843589922e0,0,0.0
22,4c64be21dddfa5938e8b92ff,0,0.0
23,4bc77bc392b376b0ffcd4f3a,0,8.0
24,4a5fd489f964a5204ec01fe3,0,7.6
25,50be9a7ce4b09a6d0e8dad30,0,0.0
26,4f32a7ec19836c91c7ecf571,0,0.0
27,50119529e4b0bc7cf43f0f7d,0,8.7
28,440da9b6f964a52095301fe3,0,9.3
29,4e31c4302fb6ede816e38cc3,0,6.7
30,4e1f9c1db0fbdf9ba7975d9c,0,7.1
31,4b08f6e5f964a5209c1323e3,0,6.2
32,4bc0bbfc74a9a593f68bd0f6,0,5.8
33,4c6601328e9120a1050fd764,0,0.0
34,5dd08da643a30b00089c5a90,0,0.0
35,4dc9e51dae607b31c0b52997,0,0.0
36,4b91a186f964a5204bcb33e3,0,0.0
37,5038309ae4b06e698f738b0b,0,0.0
38,4b92f081f964a520ac2834e3,0,0.0
39,4dc03154a86e2f4250bb7ccb,0,0.0
40,5140fd71e4b0c1eced4c60a2,0,0.0
41,4d640acfa45b5481a976082d,0,0.0
