,id,price,rating
0,4ac14ba2f964a5209e9620e3,0,7.8
1,4b69f47df964a5200dbe2be3,2,7.6
2,4c13e6c1583c9c7477833fa4,0,7.2
3,4c5a55e07b049521c644891f,0,7.2
4,4bd7227c4e32d13ae9c8c380,1,6.8
5,475f1b85f964a520db4c1fe3,0,6.3
6,4a556cb9f964a5202cb41fe3,2,6.4
7,4b4f56aef964a520fb0127e3,0,6.2
8,51bdeaf6498e4560a4c5f21c,0,0.0
9,50c3a13fe4b0781921676dee,0,0.0
10,4ec9ec35b634b2fd774cdce5,0,5.3
11,51040723e4b0c047e356c655,0,0.0
12,4be83f91e1b395219f3221c1,0,0.0
13,4c096ba5ffb8c9b67de36961,0,0.0
14,4b4b72d9f964a5200c9c26e3,0,0.0
15,4bd3e54b046076b050267771,2,9.3
16,471b22a4f964a520ad4b1fe3,2,8.6
17,5567c6bd498eb7bddd5bee36,2,8.2
18,4ab145e9f964a520d46820e3,0,8.2
19,4c36ad4d1e06d13afab8743e,0,8.2
20,4ddc3177d22df17198f97a2b,1,8.1
21,4a905b2bf964a520781720e3,2,7.9
22,4a7f7de8f964a52034f41fe3,2,7.6
23,56413ba2498eaae7ad29098a,2,7.6
24,4ca646f7931bb60c7acd91e2,1,7.4
25,527d5d5e498ee1931aa2a323,3,7.4
26,4a2de561f964a52006981fe3,0,7.8
27,4bdf32c60ee3a593af4c33b0,2,6.9
28,4ad93cfcf964a520591921e3,2,6.8
29,4b623d3af964a520073e2ae3,2,6.9
30,4c682fb42f6c0f4702da1a7e,2,5.7
31,4daf34fd43a1e3d9e640f641,0,0.0
32,4c113ee7d5599521d43418b9,0,0.0
33,512269b4e4b02c9c6fd1a353,0,0.0
34,4d69b1c230a7236a722c79ac,0,0.0
35,4bedcc3d767dc9b6747dd3e9,0,0.0
36,514d4ab4395008c5e2577c13,0,0.0
37,5330d1b6498e168656c3872f,1,0.0
38,55174297498e3df969ff39d0,1,0.0
39,4ec59a61b8f758db7203dfdc,0,0.0
40,5c4fc79fc36588002ce97c17,3,0.0
41,51bce6f35019cde225f71617,0,0.0
42,4d4463c2bbb1a14344fc4572,2,9.1
43,590e030d1de76577cc9e6b8a,0,8.9
44,449a8388f964a52098341fe3,2,8.8
45,4436d6a5f964a5200b321fe3,1,8.9
46,4c082a96340720a1aab58293,0,8.6
47,5439f44d498e006131a44aea,2,8.5
48,437bc800f964a520922a1fe3,2,8.7
49,4ea6261393ad76dfdb4999fd,0,7.7
50,55c6e371498eb8845e94c84b,2,8.4
51,5bc7ea05d69ed0002cfc7fc0,1,8.6
52,4ad7d483f964a520280f21e3,0,8.1
53,51020084e4b0fb39a60c00bf,1,9.0
54,536279ee498e029f52c0336b,0,8.2
55,4a2f074df964a5209d981fe3,1,8.0
56,56a5c544498e2d6b3701e18c,2,8.2
57,428d2880f964a520aa231fe3,1,7.5
58,436e9900f964a520d9291fe3,1,7.4
59,5a110d88f5e9d710c69a2f0a,3,7.1
60,55751527498ef4e2722759e3,3,7.8
61,42586c80f964a520da201fe3,1,7.6
62,4dae291f4b22907678621385,0,7.4
63,437fbc80f964a520d32a1fe3,0,7.3
64,53592dd711d271499a9887bc,0,7.5
