,id,price,rating
0,4c114ad6d41e76b0dc26310d,3,7.2
1,4f2c386ee4b09513aefc06ad,1,7.2
2,46216d22f964a52091451fe3,4,8.5
3,59fd011881635b4c218c13bc,1,7.9
4,5a625db412138424d8d8362a,1,7.3
5,59cea09350a6f006dd692428,2,8.2
6,5c8d2645b25fee002c76253f,0,8.2
7,4bbfb24d920eb71339ce172c,0,7.4
8,53836887498e59fc1282eb1a,1,7.4
9,569ffe4f498ed17c9fd00b13,1,7.6
10,4be31195f07b0f476300f743,1,7.4
11,573771ca498e57bcfd5af244,0,7.9
12,58a3706f14fb4151021a83ff,1,7.1
13,582e2294d67c5c1616e9cdd7,1,7.3
14,525854cc11d2a38f48b9f5d7,2,7.3
15,58f66266e1f0aa0a2b831eb3,0,7.3
16,509c106ae4b031185f30491a,1,7.2
17,511e94cbe4b0d10db74a97f1,1,7.3
18,5cc0d4cbcad1b6002c0237b7,0,6.9
19,582b6aa24c6d674e4707864c,1,7.2
20,4a69ed86f964a52039cc1fe3,0,7.2
21,4bf424696ba2b713f83f8977,0,7.3
22,5b9861d497cf5a002cbc6ee4,1,6.5
23,40b13b00f964a5203ef61ee3,2,6.5
24,4ff79dffe4b025109a6334a9,1,6.7
25,4f325af319836c91c7cf9fdd,1,6.1
26,5516025e498ece57a4b84979,2,6.3
27,4ea718bf77c8129d555b3e95,0,6.4
28,4b674be5f964a52076462be3,0,6.2
29,56426415498e7061f7c4cbbb,1,0.0
30,4b1b3122f964a52067f923e3,3,6.0
31,51cf5e7e498e2c2300e2537e,1,0.0
32,5df5117c80f3150007a4f595,1,8.5
33,44d8737bf964a52072361fe3,1,8.7
34,412fcb00f964a5202d0d1fe3,0,9.4
35,45b9ffd5f964a520dd411fe3,0,8.5
36,4b08b44ef964a520161123e3,0,9.0
37,4d4239995d01224bf1015e50,2,7.6
38,4a4c1dfff964a52010ad1fe3,0,8.8
39,55662d3e498e362cc6717840,0,8.7
40,4a89d151f964a520180920e3,1,8.7
41,43916b6ff964a5205b2b1fe3,0,9.1
42,4a4f0208f964a5203daf1fe3,2,8.0
43,449c24f5f964a520ab341fe3,2,7.9
44,5b60bee84aa3f8002cb2dae3,1,8.8
45,5ac3f15eb1538e09ea083880,1,8.4
46,5300602411d271adabb2fde2,3,8.1
47,59e5520269e77b24f8850b0e,2,7.9
48,57869404498ecb203f2c75b7,3,8.3
49,505cdff5e4b0ddb6e8338494,1,8.4
50,5aba7a5317556202edda1d77,0,7.8
51,4e8c9c6ed22db1c42b49ff8b,0,7.9
52,56008a1f498e34fa29778700,0,7.7
53,4f14521be4b0d59e22d3e68d,1,7.6
54,5bf9b9933e6741002c6c160a,1,7.4
55,56ce143acd10ebe5f6dd9ff6,2,7.1
56,4a8aee19f964a520e90a20e3,1,6.1
57,55f06585498e5878303e7575,0,5.7
58,4a5d3058f964a52057bd1fe3,0,5.6
59,4a823b1cf964a520f4f81fe3,0,8.9
60,582f57c70162176af65dcf1a,1,8.6
61,47347490f964a5202b4c1fe3,1,8.5
62,57e95a82498e0a3995a43e90,1,8.7
63,522eafa011d29bac05cc59ef,1,8.7
64,5b205a92364d97002c14a5fb,1,8.8
65,43655e80f964a52064291fe3,0,8.5
66,49fe40cbf964a520876f1fe3,0,8.3
67,56e845f7498e8880e6c39afa,1,8.3
68,4750942cf964a520b14c1fe3,0,8.2
69,4ac905ddf964a52015be20e3,0,8.7
70,44d1ef56f964a52030361fe3,0,8.6
71,5a7bd4e14940bc066b6cc9a4,0,8.7
72,43125000f964a52055271fe3,2,8.0
73,4d9a22661829a0937d1abc68,0,7.9
74,4b42e740f964a520ceda25e3,1,7.9
75,4377d380f964a520522a1fe3,3,7.9
76,456cb706f964a5200a3e1fe3,2,8.8
77,52b68abb498e0ba0a50bc0ec,2,9.1
78,449ae181f964a5209f341fe3,0,8.9
79,419a9480f964a520281e1fe3,3,8.6
80,4a427125f964a520dea51fe3,0,7.7
81,5d239320d1c2670023b26638,1,8.7
82,4a468425f964a52000a91fe3,2,8.6
83,49be7849f964a520ae541fe3,0,8.4
84,45a7b89af964a52016411fe3,3,8.2
85,5999efa61108ba6b83ba817d,0,8.3
86,40b13b00f964a520d7f61ee3,3,7.7
87,529fef9811d23ff34a613b6b,3,7.8
88,4597de79f964a5207b401fe3,0,8.1
89,5cb9a575e706550025b0f752,4,8.7
90,5644f0ba498ea540c0c54560,1,8.1
91,40b13b00f964a520def61ee3,0,8.9
92,56be5357498e38ac83f376a5,2,8.9
93,43d36d1bf964a5201b2e1fe3,2,8.1
94,4b9e8ce4f964a52025ee36e3,3,7.7
95,59a597ed75a6ea7fa0c4be55,0,8.5
96,56b0e95c498e4f4c9f4cdb7b,0,8.9
97,564a4bd3498ef828c298c5e1,0,7.9
98,49fa01c1f964a520a56d1fe3,2,8.3
99,41f98080f964a5203b1f1fe3,0,9.1
100,54d6b070498efd97694d21dd,0,8.8
101,4a607dc8f964a520cfc01fe3,1,7.5
102,4a8cd2ecf964a5202e0f20e3,4,8.7
103,5da10b7eb7f5a9000797d2d4,0,8.1
104,4add1dddf964a5202a6421e3,2,8.8
105,4aa01b75f964a520523e20e3,0,8.8
106,51d9cb4d498e71691005418d,1,9.4
107,4bf960cb4a67c928f2b826cf,0,9.2
108,51c1286f498e2505fd764fbe,2,9.1
109,4a5e3bfcf964a52034be1fe3,1,8.1
110,46681722f964a5208b471fe3,1,8.2
111,4bcaaab5937ca593ce65a892,1,8.6
112,4276bf00f964a52083211fe3,0,9.3
113,4fc95853e4b092e3b94a2f4f,1,8.2
114,564e6ed5498eb69070554f79,2,8.9
115,4bad25bcf964a520ac323be3,0,7.7
116,5824b1e4991e9b69caddea82,1,8.1
117,4e6e2caa7d8bbfa9af144d0b,1,8.5
118,5130fe65e4120e2b1ab130b1,2,8.7
119,427ea800f964a520b1211fe3,0,9.3
120,40b13b00f964a52065f61ee3,0,8.7
121,4a6e24f6f964a52007d41fe3,2,8.8
122,4b0dc329f964a520954f23e3,0,8.6
123,57fc2c31498e26cb118371e6,1,8.7
124,49ef647df964a520ad681fe3,0,8.7
125,4b36f319f964a520823e25e3,0,8.6
126,57fe35c1498eac9a98b8b356,1,8.3
127,52251f9511d2b2f238901956,1,8.8
128,4ae10092f964a520748421e3,2,8.2
129,4b295179f964a520d49c24e3,0,9.1
130,4412ef0cf964a520dd301fe3,2,8.5
131,5c97041c6fd626002c9a01ef,2,7.9
132,504e7942e4b06a5988112a15,0,8.6
133,46c83565f964a5201f4a1fe3,3,8.7
134,42accc80f964a5203f251fe3,0,8.7
135,544981d2498e6a33b8abaa29,0,7.4
136,4a41576ff964a52027a51fe3,0,9.2
137,41a91500f964a5204f1e1fe3,3,8.8
138,54b8aef4498ed51d66a2d654,3,8.2
139,4a4d485cf964a520d2ad1fe3,0,8.2
140,5722a9df498efc35a195867c,1,8.2
141,59fd30f6603d2a17c4ff70a8,0,8.8
142,5aae7807a22db7227b2a7bb3,2,8.6
143,4a3c2d5df964a52038a11fe3,2,8.7
144,57377702498ea44d0dfd5cb6,0,8.8
145,4fb68613e4b03322467127af,2,8.1
146,5ac584e5646e380368627ea5,2,8.3
147,47f245d1f964a520974e1fe3,1,8.4
148,4b103426f964a5203e6b23e3,0,8.0
149,56e845f4498e172ec7a472be,1,7.9
150,40b13b00f964a520c2f61ee3,0,7.9
151,5ac2dbcb1f74405af84f25bf,2,7.9
152,4b1b1d8cf964a52049f823e3,0,8.4
153,4c51cb5494790f4784aba7a1,2,8.3
154,5ab1848c8496ca4b55e2ec56,1,8.1
155,5681a826498edeed7f0473e9,0,7.6
156,569d5c6c498e4ff52aa8b724,1,7.7
157,4b1ad96cf964a5202af323e3,0,8.0
158,5a7f32dce0755054d0a42354,0,7.9
159,5499f417498ef6258913ed4e,1,9.3
160,5982a46864c8e12750aeac8c,1,7.4
161,4b120294f964a520288823e3,0,7.4
162,49e96cb8f964a520f8651fe3,1,7.7
163,42055e00f964a520721f1fe3,2,7.6
164,4abd3986f964a520198920e3,1,6.9
165,4ace1d99f964a5207ece20e3,1,6.9
166,40b13b00f964a520f5f61ee3,2,7.5
167,5a31bf56356b494a3f0bd52c,4,7.1
168,4e38f294ae60f589a5d64e78,0,6.6
169,561f115c498e8e6d1ea60e6b,1,6.3
170,41ec5180f964a520e81e1fe3,2,6.4
171,4335e880f964a5201f281fe3,2,5.8
172,4e0ea0ce922e6f94b1415333,0,0.0
173,46ba3f57f964a520d2491fe3,1,5.9
174,4ade9919f964a520757621e3,1,5.6
175,54f9aa67498eb11d4d56ab15,0,0.0
176,5009bbbae4b0823f6157e34d,0,0.0
177,52b4d334498e0fe1ffca7f79,0,8.5
178,457da38cf964a5202c3f1fe3,1,8.2
179,42a63500f964a5200a251fe3,0,8.9
180,4ff1b0b1e4b092e4b2df5bc6,1,7.8
181,58ad168cd8e55956ea9db67e,1,8.7
182,4c918253b641236aaa6d8279,2,8.5
